,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,55541290.0,50157275.0,44720112.0,40417789.0
Ordinary Shares Number,386647344.0,390510837.0,394434629.0,396670508.0
Share Issued,442188634.0,440668112.0,439154741.0,437088297.0
Net Debt,26840000000.0,25964000000.0,30393000000.0,11410000000.0
Total Debt,34917000000.0,34488000000.0,34870000000.0,21735000000.0
Tangible Book Value,-13955000000.0,-14660000000.0,-21244000000.0,-4219000000.0
Invested Capital,81652000000.0,78466000000.0,75663000000.0,56242000000.0
Working Capital,10577000000.0,8219000000.0,6677000000.0,11653000000.0
Net Tangible Assets,-13955000000.0,-14660000000.0,-21244000000.0,-4219000000.0
Common Stock Equity,46735000000.0,43978000000.0,40793000000.0,34507000000.0
Total Capitalization,78043000000.0,72887000000.0,73126000000.0,53614000000.0
Total Equity Gross Minority Interest,46842000000.0,44148000000.0,40977000000.0,34517000000.0
Minority Interest,107000000.0,170000000.0,184000000.0,10000000.0
Stockholders Equity,46735000000.0,43978000000.0,40793000000.0,34507000000.0
Gains Losses Not Affecting Retained Earnings,-3224000000.0,-3099000000.0,-2329000000.0,-2807000000.0
Other Equity Adjustments,-3224000000.0,-3099000000.0,-2329000000.0,-2807000000.0
Treasury Stock,15133000000.0,12017000000.0,8922000000.0,6818000000.0
Retained Earnings,47364000000.0,41910000000.0,35431000000.0,28116000000.0
Additional Paid In Capital,17286000000.0,16743000000.0,16174000000.0,15579000000.0
Capital Stock,442000000.0,441000000.0,439000000.0,437000000.0
Common Stock,442000000.0,441000000.0,439000000.0,437000000.0
Total Liabilities Net Minority Interest,51884000000.0,53006000000.0,54146000000.0,34535000000.0
Total Non Current Liabilities Net Minority Interest,37872000000.0,35996000000.0,40710000000.0,24231000000.0
Other Non Current Liabilities,4642000000.0,4238000000.0,4540000000.0,3330000000.0
Non Current Deferred Liabilities,1922000000.0,2849000000.0,3837000000.0,1794000000.0
Non Current Deferred Taxes Liabilities,1922000000.0,2849000000.0,3837000000.0,1794000000.0
Long Term Debt And Capital Lease Obligation,31308000000.0,28909000000.0,32333000000.0,19107000000.0
Long Term Debt,31308000000.0,28909000000.0,32333000000.0,19107000000.0
Current Liabilities,14012000000.0,17010000000.0,13436000000.0,10304000000.0
Current Deferred Liabilities,2689000000.0,2601000000.0,2655000000.0,1271000000.0
Current Deferred Revenue,2689000000.0,2601000000.0,2655000000.0,1271000000.0
Current Debt And Capital Lease Obligation,3609000000.0,5579000000.0,2537000000.0,2628000000.0
Current Debt,3609000000.0,5579000000.0,2537000000.0,2628000000.0
Payables And Accrued Expenses,7714000000.0,8830000000.0,8244000000.0,6405000000.0
Current Accrued Expenses,4842000000.0,5449000000.0,5377000000.0,4230000000.0
Payables,2872000000.0,3381000000.0,2867000000.0,2175000000.0
Accounts Payable,2872000000.0,3381000000.0,2867000000.0,2175000000.0
Total Assets,98726000000.0,97154000000.0,95123000000.0,69052000000.0
Total Non Current Assets,74137000000.0,71925000000.0,75010000000.0,47095000000.0
Other Non Current Assets,3999000000.0,4007000000.0,4640000000.0,2457000000.0
Goodwill And Other Intangible Assets,60690000000.0,58638000000.0,62037000000.0,38726000000.0
Other Intangible Assets,16670000000.0,17442000000.0,20113000000.0,12685000000.0
Goodwill,44020000000.0,41196000000.0,41924000000.0,26041000000.0
Net PPE,9448000000.0,9280000000.0,8333000000.0,5912000000.0
Accumulated Depreciation,-6076000000.0,-4989000000.0,-4260000000.0,-3665000000.0
Gross PPE,15524000000.0,14269000000.0,12593000000.0,9577000000.0
Construction In Progress,2238000000.0,2695000000.0,2567000000.0,
Machinery Furniture Equipment,9235000000.0,7967000000.0,7020000000.0,6975000000.0
Buildings And Improvements,3593000000.0,3153000000.0,2575000000.0,2192000000.0
Land And Improvements,458000000.0,454000000.0,431000000.0,410000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,24589000000.0,25229000000.0,20113000000.0,21957000000.0
Other Current Assets,1760000000.0,1644000000.0,1627000000.0,1131000000.0
Restricted Cash,,12000000.0,13000000.0,
Inventory,5088000000.0,5634000000.0,5051000000.0,4029000000.0
Finished Goods,2326000000.0,2569000000.0,2453000000.0,2184000000.0
Work In Process,705000000.0,660000000.0,676000000.0,540000000.0
Raw Materials,2057000000.0,2405000000.0,1922000000.0,1305000000.0
Receivables,9664000000.0,9427000000.0,8945000000.0,6472000000.0
Other Receivables,1443000000.0,1312000000.0,968000000.0,731000000.0
Accounts Receivable,8221000000.0,8115000000.0,7977000000.0,5741000000.0
Allowance For Doubtful Accounts Receivable,-193000000.0,-189000000.0,-150000000.0,-135000000.0
Gross Accounts Receivable,8414000000.0,8304000000.0,8127000000.0,5876000000.0
Cash Cash Equivalents And Short Term Investments,8077000000.0,8524000000.0,4477000000.0,10325000000.0
Cash And Cash Equivalents,8077000000.0,8524000000.0,4477000000.0,10325000000.0
